Player List
Name
Zack Greinke
Lance McCullers Jr.
Jake Odorizzi
Jose Urquidy
Justin Verlander
Luis Garcia
Yimi Garcia
Kendall Graveman
Josh James
Phil Maton
Rafael Montero
Enoli Paredes
Framber Valdez
Ryan Pressly
Jason Castro
Martin Maldonado
Yuli Gurriel
Jose Altuve
Alex Bregman
Carlos Correa
Aledmys Diaz
Yordan Alvarez
Michael Brantley
Ronnie Dawson
Chas McCormick
Kyle Tucker
"Tuesday, April 5th , 2022 - OOTP Baseball 22.10 Build 79"
