Player List
Name
Kyle Freeland
Austin Gomber
Jon Gray
German Marquez
Jose Mujica
Ben Bowden
Jhoulys Chacin
Carlos Estevez
Bernardo Flores Jr.
Tyler Kinley
Antonio Senzatela
Jordan Sheffield
Robert Stephenson
Daniel Bard
Elias Diaz
Dom Nunez
C.J. Cron
Ryan McMahon
Brendan Rodgers
Joshua Fuentes
Garrett Hampson
Trevor Story
Sam Hilliard
Raimel Tapia
Chris Owings
Charlie Blackmon
"Tuesday, April 5th , 2022 - OOTP Baseball 22.10 Build 79"
