Player List
Name
Steven Brault
JT Brubaker
Wil Crowe
Mitch Keller
Chad Kuhl
Cody Bolton
Trevor Cahill
Sam Howard
Connor Overton
Chris Stratton
Duane Underwood Jr.
Bryse Wilson
David Bednar
Michael Perez
Jacob Stallings
Michael Chavis
Colin Moran
Kevin Newman
Phillip Evans
Todd Frazier
Ke'Bryan Hayes
Wilmer Difo
Ben Gamel
Bryan Reynolds
Anthony Alford
Yoshi Tsutsugo
"Thursday, April 7th , 2022 - OOTP Baseball 22.10 Build 79"
