Player List
Name
J.A. Happ
Dakota Hudson
Kwang Hyun Kim
Miles Mikolas
Adam Wainwright
Giovanny Gallegos
Luis Garcia
Ryan Helsley
Jon Lester
Carlos Martinez
Andrew Miller
Roel Ramirez
Jordan Hicks
Andrew Knizner
Yadier Molina
Paul Goldschmidt
Tommy Edman
Edmundo Sosa
Nolan Arenado
Matt Carpenter
Paul DeJong
Tyler O'Neill
Harrison Bader
Dylan Carlson
Austin Dean
Justin Williams
"Thursday, April 7th , 2022 - OOTP Baseball 22.10 Build 79"
